Reference.Number,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle,Longitude,Latitude
28O0292,2,1,24/08/2015,823,4,1,1,1,1,3,2,24,1,-1.609616019,53.81678319
28O0312,2,1,24/08/2015,840,6,1,1,1,1,2,1,28,1,-1.533694056,53.81347431
28O1239,2,1,24/08/2015,1740,6,1,1,1,1,3,1,12,1,-1.501929892,53.81791261
28P0237,2,1,25/08/2015,715,3,1,1,1,1,3,1,23,1,-1.659561631,53.75796484
28P0248,2,1,25/08/2015,814,6,1,1,1,1,3,1,41,1,-1.514238102,53.85295332
28P0644,2,1,25/08/2015,1230,6,1,1,1,1,3,2,50,1,-1.712721747,53.91377488
28Q0269,2,1,26/08/2015,845,6,1,1,1,1,3,1,26,1,-1.519280791,53.81482856
28Q0934,2,1,26/08/2015,1529,3,1,1,1,1,3,1,29,1,-1.582641843,53.82739713
28R1320,2,1,27/08/2015,1810,6,1,1,1,1,3,2,20,1,-1.565790418,53.81003546
28S1653,2,1,28/08/2015,2115,6,1,4,1,1,2,1,29,1,-1.490430923,53.81296586
28T1552,2,1,29/08/2015,1945,6,1,1,1,1,2,1,71,1,-1.354841656,53.92540979
2911470,2,1,01/09/2015,2055,6,2,4,1,1,3,1,22,1,-1.52600296,53.80055534
2920290,2,1,02/09/2015,832,4,1,1,1,1,2,1,27,1,-1.602774131,53.7934099
2920325,2,1,02/09/2015,704,3,1,1,1,1,3,2,25,1,-1.567586848,53.80369641
2921255,2,1,02/09/2015,1800,6,2,1,2,1,3,1,49,1,-1.645202813,53.83480666
2940397,2,1,03/09/2015,1645,6,1,1,1,1,3,1,41,1,-1.535127598,53.7978317
2951011,2,1,05/09/2015,1545,6,1,1,1,1,2,1,44,1,-1.561182307,53.79757927
2960386,2,1,06/09/2015,720,3,1,1,1,1,3,1,27,1,-1.548933661,53.84541295
2970351,2,1,07/09/2015,645,6,1,1,1,1,3,2,34,1,-1.60352304,53.83313033
29B0288,2,1,11/09/2015,816,4,1,1,1,1,3,1,35,1,-1.51795496,53.81919142
29B0793,2,1,11/09/2015,1341,6,1,1,1,1,3,1,41,1,-1.565193205,53.78995404
29C1267,2,1,14/09/2015,1830,6,1,1,1,1,2,1,16,1,-1.573125768,53.80700585
29G0450,2,1,16/09/2015,1044,3,1,1,1,1,3,2,29,1,-1.594020277,53.83848237
29G1335,2,1,16/09/2015,1834,6,1,1,1,1,2,1,55,1,-1.515516946,53.81722222
29H1050,2,1,17/09/2015,1400,3,1,1,1,1,3,1,41,1,-1.532901185,53.80282041
29I0228,2,1,18/09/2015,743,3,1,1,1,1,3,1,46,1,-1.508345301,53.74339192
29I1126,2,1,18/09/2015,1648,3,1,1,1,1,3,1,53,1,-1.612390104,53.88323103
29I1263,2,1,18/09/2015,1740,6,2,1,2,1,3,2,11,1,-1.439525892,53.81842836
29K1138,2,1,20/09/2015,1540,6,1,1,1,1,3,1,39,1,-1.599345788,53.74053968
29L0236,2,1,21/09/2015,745,3,2,1,2,1,3,1,24,1,-1.524280657,53.78906179
29L0302,2,1,21/09/2015,845,3,2,4,2,1,2,1,39,1,-1.628886949,53.82922076
29L1253,2,1,21/09/2015,1852,6,1,1,1,1,2,1,18,1,-1.477377258,53.82702094
29M0248,2,1,22/09/2015,826,6,1,1,1,1,3,1,21,1,-1.601720512,53.82452288
29M0947,2,1,22/09/2015,1530,6,1,1,1,1,3,1,23,1,-1.573102486,53.82425375
29N0241,2,1,23/09/2015,815,3,1,1,1,1,3,1,56,1,-1.593612854,53.83818439
29N0282,2,1,23/09/2015,850,3,1,1,1,1,3,1,29,1,-1.703409934,53.87002637
29N0387,2,1,23/09/2015,1001,3,1,1,1,1,3,1,29,1,-1.570147136,53.78792262
29N0764,2,1,23/09/2015,1350,3,2,1,2,1,2,2,18,1,-1.555478584,53.81006962
29O0365,2,1,24/09/2015,845,3,1,1,1,1,3,1,18,1,-1.515998414,53.81761963
29P1306,3,1,25/09/2015,1812,3,1,1,1,1,3,1,25,1,-1.502434592,53.81890339
29Q0551,2,1,26/09/2015,946,3,1,1,1,1,3,1,25,1,-1.583470419,53.80664672
29T0587,2,1,28/09/2015,1925,3,1,1,1,1,3,1,57,1,-1.57543821,53.7358645
29T0840,2,1,29/09/2015,1415,3,1,1,1,1,3,1,38,1,-1.591878944,53.79923353
29U1551,2,1,30/09/2015,1950,3,1,4,1,1,3,1,30,1,-1.53411058,53.84851113
2A10280,2,1,01/10/2015,849,3,1,1,1,1,3,2,22,1,-1.547311202,53.79005868
2A21234,2,1,02/10/2015,1719,6,1,1,1,1,3,1,14,1,-1.388320496,53.7956002
2A21536,2,1,02/10/2015,1820,6,1,1,1,1,3,1,32,1,-1.545475222,53.81528115
2A70269,3,1,07/10/2015,835,6,2,1,1,1,3,1,51,1,-1.605159619,53.79802863
2A71031,2,2,07/10/2015,1647,6,1,1,1,1,3,1,14,1,-1.648162228,53.80802223
2A71031,2,2,07/10/2015,1647,6,1,1,1,2,3,1,14,1,-1.648162228,53.80802223
2A80044,2,1,07/10/2015,2243,3,1,4,1,1,2,1,44,1,-1.690308427,53.85867755
2A90632,2,1,09/10/2015,1205,3,1,1,1,1,3,1,21,1,-1.576232453,53.81968096
2AA0734,2,1,10/10/2015,1210,6,1,1,1,1,3,1,39,1,-1.698419631,53.90416781
2AC0875,2,1,12/10/2015,1455,6,1,1,1,1,2,1,11,1,-1.559619857,53.76119886
2AC1053,2,1,12/10/2015,830,6,1,1,1,1,2,1,53,1,-1.527478904,53.76242477
2AE0251,2,1,14/10/2015,830,6,1,1,1,1,3,2,35,1,-1.45236049,53.8149643
2AF1281,2,1,15/10/2015,1836,3,2,4,1,1,3,1,23,1,-1.573245709,53.8176301
2AF1595,2,1,15/10/2015,1630,3,1,1,1,1,3,1,41,1,-1.533250774,53.80141964
2AG0029,2,1,16/10/2015,9,6,1,4,1,1,3,1,23,1,-1.509789066,53.8225738
2AI1422,2,1,18/10/2015,1900,6,1,6,1,1,3,1,22,1,-1.580233903,53.80229424
2AJ1602,2,1,19/10/2015,525,6,1,4,1,1,3,1,44,1,-1.555437572,53.79671325
2AK0961,2,1,20/10/2015,1520,3,1,1,1,1,2,1,15,1,-1.623836308,53.74505012
2AM0246,1,1,22/10/2015,735,3,1,1,1,1,2,1,48,1,-1.627615219,53.82871349
2AM1432,3,1,22/10/2015,1902,6,1,4,1,1,3,1,37,1,-1.481283253,53.79982209
2AN1235,2,1,23/10/2015,1735,6,1,4,1,1,3,2,31,1,-1.558954459,53.80010573
2AN1780,2,1,23/10/2015,2211,6,1,4,1,1,3,2,50,1,-1.554007169,53.79846061
2AQ0480,3,1,26/10/2015,1113,6,1,1,1,1,3,1,17,1,-1.542619456,53.80973368
2AS0246,2,1,28/10/2015,840,3,2,1,2,1,3,2,54,1,-1.558928101,53.81275178
2AS1149,2,1,28/10/2015,1832,6,2,4,1,1,3,1,15,1,-1.467047728,53.8257172
2AT0827,2,1,28/10/2015,1245,3,2,1,2,1,3,2,20,1,-1.585203545,53.82952718
2AU0393,2,1,30/10/2015,945,6,1,1,1,1,2,1,28,1,-1.531189077,53.81747321
2B10037,2,1,31/10/2015,1630,3,1,1,1,1,2,1,23,1,-1.547157856,53.80430415
2B30390,2,1,03/11/2015,950,3,2,1,7,1,3,1,36,1,-1.698462677,53.80292811
2B31360,2,1,03/11/2015,1830,3,1,4,1,1,3,1,30,1,-1.662376694,53.82304601
2B41157,2,1,04/11/2015,1735,3,1,4,1,1,3,1,40,1,-1.576934483,53.78312914
2B61618,2,1,06/11/2015,1955,4,2,4,1,1,2,1,13,1,-1.649545422,53.80786449
2BA0301,2,1,10/11/2015,830,3,2,1,1,1,3,1,36,1,-1.600857891,53.8145793
2BB1223,2,1,11/11/2015,1720,6,2,4,5,1,3,1,12,1,-1.452105013,53.82058066
2BB1225,2,1,11/11/2015,1715,6,1,4,1,1,3,1,21,1,-1.582781723,53.82249018
2BD1431,2,1,13/11/2015,1900,6,2,4,5,1,3,2,49,1,-1.526662892,53.80262519
2BH0300,2,1,13/11/2015,1750,3,2,4,5,1,3,1,44,1,-1.524369518,53.77985836
2BI0260,2,1,18/11/2015,834,6,2,1,5,1,2,1,47,1,-1.531983064,53.8430112
2BI1085,2,1,19/11/2015,1615,6,2,1,1,1,2,1,17,1,-1.558341567,53.72686854
2BN1348,2,1,23/11/2015,1920,4,2,4,1,1,3,1,27,1,-1.673299271,53.80541486
2BO0148,2,1,24/11/2015,525,3,2,4,1,1,2,1,47,1,-1.499107086,53.73228029
2BO0556,2,1,24/11/2015,1158,4,2,1,2,1,3,1,36,1,-1.511455102,53.77333505
2BP0668,2,1,25/11/2015,1238,3,2,1,1,1,3,2,37,1,-1.577675444,53.82119603
2BP1052,2,1,25/11/2015,1602,6,1,1,1,1,3,1,61,1,-1.480434244,53.74932326
2BQ1051,3,1,26/11/2015,1623,6,2,4,1,1,3,1,21,1,-1.549242671,53.80246046
2BR0219,2,1,27/11/2015,701,3,1,4,1,1,3,1,25,1,-1.538387069,53.79133694
2BU0358,2,1,30/11/2015,905,6,2,1,2,1,3,1,15,1,-1.531184427,53.78111655
2C20227,2,1,02/12/2015,710,6,1,1,1,1,3,1,26,1,-1.543660856,53.83550626
2C41528,2,1,04/12/2015,2057,3,1,4,4,1,3,1,23,1,-1.546395225,53.80321372
2C51300,2,1,05/12/2015,1815,3,1,4,4,1,3,2,23,1,-1.574060147,53.81819924
2C71319,2,1,07/12/2015,1820,6,1,4,1,1,3,2,27,1,-1.570245534,53.80503618
2C80757,2,1,08/12/2015,1407,6,2,1,1,1,3,1,28,1,-1.440431786,53.8074312
2CA0204,2,1,10/12/2015,658,6,2,4,5,1,3,1,18,1,-1.565147484,53.78997185
2CA0225,2,1,10/12/2015,714,6,2,7,5,1,2,2,22,1,-1.61316704,53.85507441
2CC0687,2,1,12/12/2015,1230,6,2,1,1,1,3,1,17,1,-1.518701465,53.79379423
2CE1364,2,1,14/12/2015,1910,6,1,4,1,1,3,1,50,1,-1.693990602,53.90415662
2CF0356,2,1,15/12/2015,950,6,2,1,2,1,2,1,24,1,-1.551672522,53.79956643
2CF0993,2,1,15/12/2015,1616,3,2,4,7,1,3,1,34,1,-1.529824209,53.78333128
2CI0779,2,1,18/12/2015,1355,3,1,1,4,1,2,2,26,1,-1.524942464,53.8111031
2CK0498,2,1,19/12/2015,1510,6,1,1,1,1,3,1,52,1,-1.549579715,53.79509154
2CM1178,2,1,22/12/2015,1805,6,2,4,1,1,3,1,27,1,-1.568368572,53.81037732
31H1381,2,1,21/12/2015,1650,3,1,4,1,1,3,1,55,1,-1.626133462,53.80570864
