"","X","lng","lat","order","piece","id","group","Quantity","Year","From","To"
"668",668,17.7173840146445,51.9064689758915,8,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"669",669,18.1267096857363,52.2091939307273,9,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"670",670,18.5416383200845,52.5104834093193,10,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"671",671,18.9622813153601,52.8103017921385,11,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"672",672,19.3887517880939,53.1086124868294,12,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"673",673,19.8211645429435,53.4053779031525,13,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"674",674,20.2596360356324,53.7005594276906,14,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"675",675,20.7042843290426,53.9941173983656,15,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"676",676,21.1552290419143,54.2860110788174,16,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"677",677,21.6125912895744,54.5761986327019,17,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"678",678,22.0764936160886,54.8646370979738,18,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"679",679,22.5470599171978,55.1512823612257,19,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"680",680,23.0244153533728,55.4360891321633,20,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"681",681,23.5086862522896,55.7190109183044,21,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"682",682,24,56,22,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"705",705,15,49.75,1,1,33,33.1,799,2013,"Czech Republic","Poland"
"706",706,15.2272795160118,49.8618573356566,2,1,33,33.1,799,2013,"Czech Republic","Poland"
"707",707,15.4556117927139,49.9732683044671,3,1,33,33.1,799,2013,"Czech Republic","Poland"
"708",708,15.6850016250751,50.0842290654759,4,1,33,33.1,799,2013,"Czech Republic","Poland"
"709",709,15.9154537610216,50.1947357509316,5,1,33,33.1,799,2013,"Czech Republic","Poland"
"710",710,16.1469728993176,50.3047844663511,6,1,33,33.1,799,2013,"Czech Republic","Poland"
"711",711,16.3795636874061,50.4143712905916,7,1,33,33.1,799,2013,"Czech Republic","Poland"
"712",712,16.6132307192086,50.5234922759329,8,1,33,33.1,799,2013,"Czech Republic","Poland"
"713",713,16.8479785328827,50.6321434481701,9,1,33,33.1,799,2013,"Czech Republic","Poland"
"714",714,17.0838116085403,50.7403208067161,10,1,33,33.1,799,2013,"Czech Republic","Poland"
"715",715,17.3207343659231,50.8480203247145,11,1,33,33.1,799,2013,"Czech Republic","Poland"
